Entity,Code,Day,people_vaccinated
Liechtenstein,LIE,2021-01-23,343
Liechtenstein,LIE,2021-01-24,343
Liechtenstein,LIE,2021-01-25,418
Liechtenstein,LIE,2021-01-26,463
Liechtenstein,LIE,2021-01-27,463
Liechtenstein,LIE,2021-01-28,651
Liechtenstein,LIE,2021-01-29,841
Liechtenstein,LIE,2021-01-30,841
Liechtenstein,LIE,2021-01-31,841
Liechtenstein,LIE,2021-02-01,841
Liechtenstein,LIE,2021-02-02,841
Liechtenstein,LIE,2021-02-03,841
Liechtenstein,LIE,2021-02-04,841
Liechtenstein,LIE,2021-02-05,841
Liechtenstein,LIE,2021-02-06,841
Liechtenstein,LIE,2021-02-07,841
Liechtenstein,LIE,2021-02-08,841
Liechtenstein,LIE,2021-02-09,842
Liechtenstein,LIE,2021-02-10,844
Liechtenstein,LIE,2021-02-11,844
Liechtenstein,LIE,2021-02-12,844
Liechtenstein,LIE,2021-02-13,844
Liechtenstein,LIE,2021-02-14,844
Liechtenstein,LIE,2021-02-15,845
Liechtenstein,LIE,2021-02-16,1046
Liechtenstein,LIE,2021-02-17,1247
Liechtenstein,LIE,2021-02-18,1367
Liechtenstein,LIE,2021-02-19,1367
Liechtenstein,LIE,2021-02-20,1367
Liechtenstein,LIE,2021-02-21,1367
Liechtenstein,LIE,2021-02-22,1570
Liechtenstein,LIE,2021-02-23,1774
Liechtenstein,LIE,2021-02-24,1774
Liechtenstein,LIE,2021-02-25,1781
Liechtenstein,LIE,2021-02-26,1781
Liechtenstein,LIE,2021-02-27,1781
Liechtenstein,LIE,2021-02-28,1781
Liechtenstein,LIE,2021-03-01,1781
Liechtenstein,LIE,2021-03-02,1781
Liechtenstein,LIE,2021-03-03,1903
Liechtenstein,LIE,2021-03-04,2099
Liechtenstein,LIE,2021-03-05,2308
Liechtenstein,LIE,2021-03-06,2308
Liechtenstein,LIE,2021-03-07,2308
Liechtenstein,LIE,2021-03-08,2308
Liechtenstein,LIE,2021-03-09,2518
Liechtenstein,LIE,2021-03-10,2719
Liechtenstein,LIE,2021-03-11,2958
Liechtenstein,LIE,2021-03-12,2958
Liechtenstein,LIE,2021-03-13,2958
Liechtenstein,LIE,2021-03-14,2958
Liechtenstein,LIE,2021-03-15,2968
Liechtenstein,LIE,2021-03-16,2983
Liechtenstein,LIE,2021-03-17,3001
Liechtenstein,LIE,2021-03-18,3012
Liechtenstein,LIE,2021-03-19,3012
Liechtenstein,LIE,2021-03-20,3012
Liechtenstein,LIE,2021-03-21,3012
Liechtenstein,LIE,2021-03-22,3014
Liechtenstein,LIE,2021-03-23,3019
Liechtenstein,LIE,2021-03-24,3258
Liechtenstein,LIE,2021-03-25,3498
Liechtenstein,LIE,2021-03-26,3737
Liechtenstein,LIE,2021-03-27,3737
Liechtenstein,LIE,2021-03-28,3737
Liechtenstein,LIE,2021-03-29,3976
Liechtenstein,LIE,2021-03-30,4217
Liechtenstein,LIE,2021-03-31,4217
Liechtenstein,LIE,2021-04-01,4217
Liechtenstein,LIE,2021-04-02,4219
Liechtenstein,LIE,2021-04-03,4219
Liechtenstein,LIE,2021-04-04,4219
Liechtenstein,LIE,2021-04-05,4219
Liechtenstein,LIE,2021-04-06,4220
Liechtenstein,LIE,2021-04-07,4221
Liechtenstein,LIE,2021-04-08,4224
Liechtenstein,LIE,2021-04-09,4484
Liechtenstein,LIE,2021-04-10,4484
Liechtenstein,LIE,2021-04-11,4484
Liechtenstein,LIE,2021-04-12,4753
Liechtenstein,LIE,2021-04-13,5017
Liechtenstein,LIE,2021-04-14,5305
Lithuania,LTU,2020-12-27,2420
Lithuania,LTU,2020-12-28,5207
Lithuania,LTU,2020-12-29,8194
Lithuania,LTU,2020-12-30,9726
Lithuania,LTU,2020-12-31,9751
Lithuania,LTU,2021-01-04,9752
Lithuania,LTU,2021-01-05,10375
Lithuania,LTU,2021-01-06,13875
Lithuania,LTU,2021-01-07,18030
Lithuania,LTU,2021-01-08,23203
Lithuania,LTU,2021-01-09,23507
Lithuania,LTU,2021-01-10,23510
Lithuania,LTU,2021-01-11,25719
Lithuania,LTU,2021-01-12,27806
Lithuania,LTU,2021-01-13,34040
Lithuania,LTU,2021-01-14,42668
Lithuania,LTU,2021-01-15,49940
Lithuania,LTU,2021-01-16,51043
Lithuania,LTU,2021-01-17,51085
Lithuania,LTU,2021-01-18,53927
Lithuania,LTU,2021-01-19,56300
Lithuania,LTU,2021-01-20,57936
Lithuania,LTU,2021-01-21,58847
Lithuania,LTU,2021-01-22,59170
Lithuania,LTU,2021-01-23,59178
Lithuania,LTU,2021-01-25,59280
Lithuania,LTU,2021-01-26,61751
Lithuania,LTU,2021-01-27,65580
Lithuania,LTU,2021-01-28,68966
Lithuania,LTU,2021-01-29,71954
Lithuania,LTU,2021-01-30,72150
Lithuania,LTU,2021-01-31,72158
Lithuania,LTU,2021-02-01,73209
Lithuania,LTU,2021-02-02,74865
Lithuania,LTU,2021-02-03,76494
Lithuania,LTU,2021-02-04,78025
Lithuania,LTU,2021-02-05,78978
Lithuania,LTU,2021-02-06,79047
Lithuania,LTU,2021-02-07,79049
Lithuania,LTU,2021-02-08,79275
Lithuania,LTU,2021-02-09,80350
Lithuania,LTU,2021-02-10,84868
Lithuania,LTU,2021-02-11,92606
Lithuania,LTU,2021-02-12,98908
Lithuania,LTU,2021-02-13,99354
Lithuania,LTU,2021-02-15,103303
Lithuania,LTU,2021-02-16,103624
Lithuania,LTU,2021-02-17,107993
Lithuania,LTU,2021-02-18,114497
Lithuania,LTU,2021-02-19,121632
Lithuania,LTU,2021-02-20,122579
Lithuania,LTU,2021-02-22,126477
Lithuania,LTU,2021-02-23,133997
Lithuania,LTU,2021-02-24,144740
Lithuania,LTU,2021-02-25,155617
Lithuania,LTU,2021-02-26,164556
Lithuania,LTU,2021-02-27,165224
Lithuania,LTU,2021-02-28,165634
Lithuania,LTU,2021-03-01,173019
Lithuania,LTU,2021-03-02,181750
Lithuania,LTU,2021-03-03,191447
Lithuania,LTU,2021-03-04,201675
Lithuania,LTU,2021-03-05,210986
Lithuania,LTU,2021-03-06,211469
Lithuania,LTU,2021-03-07,211469
Lithuania,LTU,2021-03-08,219400
Lithuania,LTU,2021-03-09,229893
Lithuania,LTU,2021-03-10,242935
Lithuania,LTU,2021-03-11,243395
Lithuania,LTU,2021-03-12,254012
Lithuania,LTU,2021-03-13,255044
Lithuania,LTU,2021-03-14,255068
Lithuania,LTU,2021-03-15,261917
Lithuania,LTU,2021-03-16,267469
Lithuania,LTU,2021-03-17,270166
Lithuania,LTU,2021-03-18,272937
Lithuania,LTU,2021-03-19,276110
Lithuania,LTU,2021-03-20,276593
Lithuania,LTU,2021-03-21,276605
Lithuania,LTU,2021-03-22,283455
Lithuania,LTU,2021-03-23,290627
Lithuania,LTU,2021-03-24,302795
Lithuania,LTU,2021-03-25,312888
Lithuania,LTU,2021-03-26,322663
Lithuania,LTU,2021-03-27,325696
Lithuania,LTU,2021-03-28,325796
Lithuania,LTU,2021-03-29,331616
Lithuania,LTU,2021-03-30,338273
Lithuania,LTU,2021-03-31,351640
Lithuania,LTU,2021-04-01,367083
Lithuania,LTU,2021-04-02,379884
Lithuania,LTU,2021-04-03,387939
Lithuania,LTU,2021-04-04,390346
Lithuania,LTU,2021-04-05,394013
Lithuania,LTU,2021-04-06,405712
Lithuania,LTU,2021-04-07,417312
Lithuania,LTU,2021-04-08,439054
Lithuania,LTU,2021-04-09,468812
Lithuania,LTU,2021-04-10,484195
Lithuania,LTU,2021-04-11,485868
Lithuania,LTU,2021-04-12,494120
Lithuania,LTU,2021-04-13,509942
Lithuania,LTU,2021-04-14,529673
Lithuania,LTU,2021-04-15,547124
Lithuania,LTU,2021-04-16,562011
Lithuania,LTU,2021-04-17,563463
Luxembourg,LUX,2020-12-30,1200
Luxembourg,LUX,2021-01-11,1943
Luxembourg,LUX,2021-01-12,2372
Luxembourg,LUX,2021-01-13,2871
Luxembourg,LUX,2021-01-14,3233
Luxembourg,LUX,2021-01-17,3755
Luxembourg,LUX,2021-01-18,4569
Luxembourg,LUX,2021-01-19,5294
Luxembourg,LUX,2021-01-20,6193
Luxembourg,LUX,2021-01-21,6897
Luxembourg,LUX,2021-01-25,7309
Luxembourg,LUX,2021-01-26,8280
Luxembourg,LUX,2021-01-27,9107
Luxembourg,LUX,2021-01-28,9890
Luxembourg,LUX,2021-01-31,10748
Luxembourg,LUX,2021-02-01,11336
Luxembourg,LUX,2021-02-02,11925
Luxembourg,LUX,2021-02-03,12597
Luxembourg,LUX,2021-02-04,13256
Luxembourg,LUX,2021-02-07,13940
Luxembourg,LUX,2021-02-08,14089
Luxembourg,LUX,2021-02-09,14227
Luxembourg,LUX,2021-02-10,15052
Luxembourg,LUX,2021-02-11,16131
Luxembourg,LUX,2021-02-14,17257
Luxembourg,LUX,2021-02-15,18055
Luxembourg,LUX,2021-02-16,19622
Luxembourg,LUX,2021-02-17,20605
Luxembourg,LUX,2021-02-18,21853
Luxembourg,LUX,2021-02-21,23259
Luxembourg,LUX,2021-02-22,23685
Luxembourg,LUX,2021-02-23,24508
Luxembourg,LUX,2021-02-24,25285
Luxembourg,LUX,2021-02-25,26089
Luxembourg,LUX,2021-02-28,27093
Luxembourg,LUX,2021-03-01,27655
Luxembourg,LUX,2021-03-02,28476
Luxembourg,LUX,2021-03-03,29401
Luxembourg,LUX,2021-03-04,30723
Luxembourg,LUX,2021-03-07,32591
Luxembourg,LUX,2021-03-08,33238
Luxembourg,LUX,2021-03-09,34530
Luxembourg,LUX,2021-03-10,36693
Luxembourg,LUX,2021-03-11,39558
Luxembourg,LUX,2021-03-14,43479
Luxembourg,LUX,2021-03-15,44735
Luxembourg,LUX,2021-03-16,47598
Luxembourg,LUX,2021-03-17,50220
Luxembourg,LUX,2021-03-18,52870
Luxembourg,LUX,2021-03-21,56383
Luxembourg,LUX,2021-03-22,57406
Luxembourg,LUX,2021-03-23,59310
Luxembourg,LUX,2021-03-24,61026
Luxembourg,LUX,2021-03-25,62812
Luxembourg,LUX,2021-03-28,68613
Luxembourg,LUX,2021-03-30,70911
Luxembourg,LUX,2021-03-31,73152
Luxembourg,LUX,2021-04-01,75862
Luxembourg,LUX,2021-04-05,83652
Luxembourg,LUX,2021-04-06,86356
Luxembourg,LUX,2021-04-07,88717
Luxembourg,LUX,2021-04-08,91074
Luxembourg,LUX,2021-04-11,96054
Luxembourg,LUX,2021-04-12,99988
Luxembourg,LUX,2021-04-13,103565
Luxembourg,LUX,2021-04-14,107163
Luxembourg,LUX,2021-04-15,110434
Macao,MAC,2021-04-07,41117
Macao,MAC,2021-04-08,41914
Macao,MAC,2021-04-09,42802
Macao,MAC,2021-04-10,43967
Macao,MAC,2021-04-11,44838
Macao,MAC,2021-04-12,45648
Macao,MAC,2021-04-13,46732
Macao,MAC,2021-04-14,47812
Macao,MAC,2021-04-15,48974
Macao,MAC,2021-04-16,50184
Macao,MAC,2021-04-17,51612
Malawi,MWI,2021-03-17,5417
Malawi,MWI,2021-03-18,9091
Malawi,MWI,2021-03-19,15326
Malawi,MWI,2021-03-21,24550
Malawi,MWI,2021-03-22,25589
Malawi,MWI,2021-03-23,38804
Malawi,MWI,2021-03-24,54637
Malawi,MWI,2021-03-26,90107
Malawi,MWI,2021-03-27,109526
Malawi,MWI,2021-03-28,111592
Malawi,MWI,2021-03-30,123097
Malawi,MWI,2021-03-31,134289
Malawi,MWI,2021-04-01,144979
Malawi,MWI,2021-04-02,154801
Malawi,MWI,2021-04-04,159574
Malawi,MWI,2021-04-05,160445
Malawi,MWI,2021-04-06,164733
Malawi,MWI,2021-04-09,193627
Malawi,MWI,2021-04-10,204258
Malawi,MWI,2021-04-11,209353
Malawi,MWI,2021-04-12,212615
Malawi,MWI,2021-04-13,229220
Malawi,MWI,2021-04-14,240744
Malawi,MWI,2021-04-16,251368
Malaysia,MYS,2021-02-23,0
Malaysia,MYS,2021-02-27,3580
Malaysia,MYS,2021-03-01,25252
Malaysia,MYS,2021-03-02,53287
Malaysia,MYS,2021-03-03,80336
Malaysia,MYS,2021-03-04,99616
Malaysia,MYS,2021-03-05,112914
Malaysia,MYS,2021-03-06,127608
Malaysia,MYS,2021-03-07,139720
Malaysia,MYS,2021-03-08,166363
Malaysia,MYS,2021-03-09,195923
Malaysia,MYS,2021-03-10,223923
Malaysia,MYS,2021-03-11,249909
Malaysia,MYS,2021-03-12,275851
Malaysia,MYS,2021-03-13,292104
Malaysia,MYS,2021-03-14,301699
Malaysia,MYS,2021-03-15,321331
Malaysia,MYS,2021-03-16,346508
Malaysia,MYS,2021-03-17,367213
Malaysia,MYS,2021-03-18,384334
Malaysia,MYS,2021-03-19,395006
Malaysia,MYS,2021-03-20,402650
Malaysia,MYS,2021-03-21,412342
Malaysia,MYS,2021-03-22,422058
Malaysia,MYS,2021-03-23,429868
Malaysia,MYS,2021-03-24,436687
Malaysia,MYS,2021-03-25,443124
Malaysia,MYS,2021-03-26,446617
Malaysia,MYS,2021-03-27,448187
Malaysia,MYS,2021-03-28,451655
Malaysia,MYS,2021-03-29,461907
Malaysia,MYS,2021-03-30,473276
Malaysia,MYS,2021-03-31,482808
Malaysia,MYS,2021-04-01,498468
Malaysia,MYS,2021-04-02,506069
Malaysia,MYS,2021-04-03,508481
Malaysia,MYS,2021-04-04,514036
Malaysia,MYS,2021-04-05,523233
Malaysia,MYS,2021-04-06,534191
Malaysia,MYS,2021-04-07,546762
Malaysia,MYS,2021-04-08,558750
Malaysia,MYS,2021-04-09,565940
Malaysia,MYS,2021-04-10,571472
Malaysia,MYS,2021-04-11,583903
Malaysia,MYS,2021-04-12,609153
Malaysia,MYS,2021-04-13,632668
Malaysia,MYS,2021-04-14,653531
Malaysia,MYS,2021-04-15,671589
Malaysia,MYS,2021-04-16,687176
Maldives,MDV,2021-02-02,880
Maldives,MDV,2021-02-03,1578
Maldives,MDV,2021-02-04,3204
Maldives,MDV,2021-02-05,4269
Maldives,MDV,2021-02-06,6854
Maldives,MDV,2021-02-07,9752
Maldives,MDV,2021-02-08,12934
Maldives,MDV,2021-02-09,16251
Maldives,MDV,2021-02-10,20161
Maldives,MDV,2021-02-11,25327
Maldives,MDV,2021-02-12,27367
Maldives,MDV,2021-02-13,33106
Maldives,MDV,2021-02-14,38591
Maldives,MDV,2021-02-15,43817
Maldives,MDV,2021-02-16,50047
Maldives,MDV,2021-02-17,56218
Maldives,MDV,2021-02-18,64048
Maldives,MDV,2021-02-19,64048
Maldives,MDV,2021-02-20,70009
Maldives,MDV,2021-02-21,75013
Maldives,MDV,2021-02-22,80159
Maldives,MDV,2021-02-23,85110
Maldives,MDV,2021-02-24,90865
Maldives,MDV,2021-02-25,98311
Maldives,MDV,2021-02-26,99419
Maldives,MDV,2021-02-27,105492
Maldives,MDV,2021-02-28,111415
Maldives,MDV,2021-03-01,117115
Maldives,MDV,2021-03-02,123665
Maldives,MDV,2021-03-03,129424
Maldives,MDV,2021-03-04,137124
Maldives,MDV,2021-03-05,138827
Maldives,MDV,2021-03-06,145768
Maldives,MDV,2021-03-07,151643
Maldives,MDV,2021-03-08,157813
Maldives,MDV,2021-03-09,165675
Maldives,MDV,2021-03-10,175456
Maldives,MDV,2021-03-11,186930
Maldives,MDV,2021-03-12,188436
Maldives,MDV,2021-03-13,198206
Maldives,MDV,2021-03-14,206114
Maldives,MDV,2021-03-15,212711
Maldives,MDV,2021-03-16,214486
Maldives,MDV,2021-03-17,215852
Maldives,MDV,2021-03-18,217597
Maldives,MDV,2021-03-19,218046
Maldives,MDV,2021-03-20,218645
Maldives,MDV,2021-03-21,218912
Maldives,MDV,2021-03-22,220768
Maldives,MDV,2021-03-23,222970
Maldives,MDV,2021-03-24,224979
Maldives,MDV,2021-03-25,227423
Maldives,MDV,2021-03-26,227696
Maldives,MDV,2021-03-27,230130
Maldives,MDV,2021-03-28,232175
Maldives,MDV,2021-03-29,233875
Maldives,MDV,2021-03-30,235682
Maldives,MDV,2021-03-31,237716
Maldives,MDV,2021-04-01,240773
Maldives,MDV,2021-04-02,241127
Maldives,MDV,2021-04-03,243749
Maldives,MDV,2021-04-04,246896
Maldives,MDV,2021-04-05,251139
Maldives,MDV,2021-04-06,255881
Maldives,MDV,2021-04-07,260285
Maldives,MDV,2021-04-08,265235
Maldives,MDV,2021-04-09,267795
Maldives,MDV,2021-04-10,268459
Maldives,MDV,2021-04-12,273660
Maldives,MDV,2021-04-14,274782
Maldives,MDV,2021-04-15,277522
Maldives,MDV,2021-04-16,278069
Mali,MLI,2021-03-30,0
Mali,MLI,2021-04-02,643
Mali,MLI,2021-04-12,26226
Malta,MLT,2021-01-17,11705
Malta,MLT,2021-01-18,13002
Malta,MLT,2021-01-19,14276
Malta,MLT,2021-01-20,15316
Malta,MLT,2021-01-21,16531
Malta,MLT,2021-01-22,17767
Malta,MLT,2021-01-23,18930
Malta,MLT,2021-01-24,18783
Malta,MLT,2021-01-25,19709
Malta,MLT,2021-01-26,20677
Malta,MLT,2021-01-27,21417
Malta,MLT,2021-01-28,22162
Malta,MLT,2021-01-29,22853
Malta,MLT,2021-01-30,23391
Malta,MLT,2021-01-31,23811
Malta,MLT,2021-02-01,24526
Malta,MLT,2021-02-02,25361
Malta,MLT,2021-02-03,26223
Malta,MLT,2021-02-04,27020
Malta,MLT,2021-02-05,28082
Malta,MLT,2021-02-06,28837
Malta,MLT,2021-02-07,29339
Malta,MLT,2021-02-08,30235
Malta,MLT,2021-02-09,31202
Malta,MLT,2021-02-10,31670
Malta,MLT,2021-02-11,32524
Malta,MLT,2021-02-12,33735
Malta,MLT,2021-02-13,34574
Malta,MLT,2021-02-14,35376
Malta,MLT,2021-02-15,36545
Malta,MLT,2021-02-16,37866
Malta,MLT,2021-02-17,39147
Malta,MLT,2021-02-18,40503
Malta,MLT,2021-02-19,42231
Malta,MLT,2021-02-20,43119
Malta,MLT,2021-02-21,43888
Malta,MLT,2021-02-22,45174
Malta,MLT,2021-02-23,47012
Malta,MLT,2021-02-24,49061
Malta,MLT,2021-02-25,50249
Malta,MLT,2021-02-26,51041
Malta,MLT,2021-02-27,51186
Malta,MLT,2021-02-28,51576
Malta,MLT,2021-03-01,52862
Malta,MLT,2021-03-02,54381
Malta,MLT,2021-03-03,56525
Malta,MLT,2021-03-04,58912
Malta,MLT,2021-03-05,61096
Malta,MLT,2021-03-06,63479
Malta,MLT,2021-03-07,65002
Malta,MLT,2021-03-08,67595
Malta,MLT,2021-03-09,70323
Malta,MLT,2021-03-10,72725
Malta,MLT,2021-03-11,76076
Malta,MLT,2021-03-12,78788
Malta,MLT,2021-03-13,80974
Malta,MLT,2021-03-14,82671
Malta,MLT,2021-03-15,85596
Malta,MLT,2021-03-16,90002
Malta,MLT,2021-03-17,92250
Malta,MLT,2021-03-18,95707
Malta,MLT,2021-03-19,97064
Malta,MLT,2021-03-20,99250
Malta,MLT,2021-03-21,101451
Malta,MLT,2021-03-22,105611
Malta,MLT,2021-03-23,109538
Malta,MLT,2021-03-24,113179
Malta,MLT,2021-03-25,117171
Malta,MLT,2021-03-26,121823
Malta,MLT,2021-03-27,126055
Malta,MLT,2021-03-28,129350
Malta,MLT,2021-03-29,133771
Malta,MLT,2021-03-30,138176
Malta,MLT,2021-03-31,142805
Malta,MLT,2021-04-01,147956
Malta,MLT,2021-04-02,151942
Malta,MLT,2021-04-03,154462
Malta,MLT,2021-04-04,156668
Malta,MLT,2021-04-05,159065
Malta,MLT,2021-04-06,161909
Malta,MLT,2021-04-07,164492
Malta,MLT,2021-04-08,167130
Malta,MLT,2021-04-09,170315
Malta,MLT,2021-04-10,171678
Malta,MLT,2021-04-11,173237
Malta,MLT,2021-04-12,175347
Malta,MLT,2021-04-13,178292
Malta,MLT,2021-04-14,181133
Malta,MLT,2021-04-15,183987
Malta,MLT,2021-04-16,187277
Mauritania,MRT,2021-03-26,0
Mauritania,MRT,2021-04-01,1366
Mauritania,MRT,2021-04-08,2930
Mauritius,MUS,2021-01-25,0
Mauritius,MUS,2021-02-01,207
Mauritius,MUS,2021-02-17,3843
Mexico,MEX,2020-12-24,2924
Mexico,MEX,2020-12-27,6824
Mexico,MEX,2020-12-28,9579
Mexico,MEX,2020-12-29,18529
Mexico,MEX,2020-12-30,24998
Mexico,MEX,2021-01-04,43960
Mexico,MEX,2021-01-05,48236
Mexico,MEX,2021-01-06,53185
Mexico,MEX,2021-01-07,58402
Mexico,MEX,2021-01-08,67468
Mexico,MEX,2021-01-09,74794
Mexico,MEX,2021-01-10,81300
Mexico,MEX,2021-01-11,87060
Mexico,MEX,2021-01-12,92879
Mexico,MEX,2021-01-13,192567
Mexico,MEX,2021-01-14,329983
Mexico,MEX,2021-01-15,415417
Mexico,MEX,2021-01-16,461025
Mexico,MEX,2021-01-17,468708
Mexico,MEX,2021-01-18,485983
Mexico,MEX,2021-01-19,488513
Mexico,MEX,2021-01-20,489628
Mexico,MEX,2021-01-21,534317
Mexico,MEX,2021-01-22,594725
Mexico,MEX,2021-01-23,596296
Mexico,MEX,2021-01-24,604441
Mexico,MEX,2021-01-25,616390
Mexico,MEX,2021-01-26,621005
Mexico,MEX,2021-01-27,624730
Mexico,MEX,2021-01-28,626528
Mexico,MEX,2021-01-29,630820
Mexico,MEX,2021-01-30,631298
Mexico,MEX,2021-01-31,631485
Mexico,MEX,2021-02-01,631747
Mexico,MEX,2021-02-02,631791
Mexico,MEX,2021-02-03,632439
Mexico,MEX,2021-02-04,634346
Mexico,MEX,2021-02-05,636070
Mexico,MEX,2021-02-06,637098
Mexico,MEX,2021-02-07,637681
Mexico,MEX,2021-02-08,638391
Mexico,MEX,2021-02-09,640129
Mexico,MEX,2021-02-10,640115
Mexico,MEX,2021-02-11,640115
Mexico,MEX,2021-02-12,640115
Mexico,MEX,2021-02-13,640125
Mexico,MEX,2021-02-15,663484
Mexico,MEX,2021-02-16,829185
Mexico,MEX,2021-02-17,958473
Mexico,MEX,2021-02-19,1155227
Mexico,MEX,2021-02-20,1210886
Mexico,MEX,2021-02-21,1236103
Mexico,MEX,2021-02-22,1277187
Mexico,MEX,2021-02-23,1336854
Mexico,MEX,2021-02-24,1425395
Mexico,MEX,2021-02-25,1562401
Mexico,MEX,2021-02-26,1708721
Mexico,MEX,2021-02-27,1818034
Mexico,MEX,2021-02-28,1889672
Mexico,MEX,2021-03-01,1959525
Mexico,MEX,2021-03-02,2012853
Mexico,MEX,2021-03-03,2043941
Mexico,MEX,2021-03-05,2128766
Mexico,MEX,2021-03-06,2162358
Mexico,MEX,2021-03-08,2245291
Mexico,MEX,2021-03-09,2495067
Mexico,MEX,2021-03-10,2882000
Mexico,MEX,2021-03-12,3395671
Mexico,MEX,2021-03-13,3604420
Mexico,MEX,2021-03-14,3730045
Mexico,MEX,2021-03-15,3794719
Mexico,MEX,2021-03-17,4110741
Mexico,MEX,2021-03-18,4300720
Mexico,MEX,2021-03-20,4763347
Mexico,MEX,2021-03-21,4895523
Mexico,MEX,2021-03-22,5046896
Mexico,MEX,2021-03-24,5351319
Mexico,MEX,2021-03-25,5460096
Mexico,MEX,2021-03-26,5675286
Mexico,MEX,2021-03-27,5901505
Mexico,MEX,2021-03-29,6167510
Mexico,MEX,2021-03-31,6905214
Mexico,MEX,2021-04-02,7586131
Mexico,MEX,2021-04-03,7903660
Mexico,MEX,2021-04-04,7924236
Mexico,MEX,2021-04-05,8113230
Mexico,MEX,2021-04-06,8372272
Mexico,MEX,2021-04-07,8617038
Mexico,MEX,2021-04-08,8978215
Mexico,MEX,2021-04-10,9227666
Mexico,MEX,2021-04-11,9325316
Mexico,MEX,2021-04-12,9479318
Mexico,MEX,2021-04-13,9702050
Mexico,MEX,2021-04-14,10310521
Mexico,MEX,2021-04-15,10581915
Mexico,MEX,2021-04-16,10837356
Mexico,MEX,2021-04-17,11067294
Moldova,MDA,2021-03-05,3849
Moldova,MDA,2021-03-10,6447
Moldova,MDA,2021-03-11,8116
Moldova,MDA,2021-03-12,9341
Moldova,MDA,2021-03-13,11431
Moldova,MDA,2021-03-15,12754
Moldova,MDA,2021-03-16,14814
Moldova,MDA,2021-03-17,16131
Moldova,MDA,2021-03-19,18593
Moldova,MDA,2021-03-21,20494
Moldova,MDA,2021-03-23,21194
Moldova,MDA,2021-03-24,23454
Moldova,MDA,2021-03-25,27445
Moldova,MDA,2021-03-26,30722
Moldova,MDA,2021-03-27,33885
Moldova,MDA,2021-03-31,40321
Moldova,MDA,2021-04-01,42154
Moldova,MDA,2021-04-04,47524
Moldova,MDA,2021-04-06,51574
Moldova,MDA,2021-04-07,54907
Moldova,MDA,2021-04-09,57561
Moldova,MDA,2021-04-11,64179
Moldova,MDA,2021-04-12,67085
Moldova,MDA,2021-04-13,71780
Moldova,MDA,2021-04-15,78019
Moldova,MDA,2021-04-16,82267
Monaco,MCO,2021-03-04,8449
Monaco,MCO,2021-03-19,9750
Monaco,MCO,2021-04-02,11715
Monaco,MCO,2021-04-15,12094
Montenegro,MNE,2021-02-20,0
Montenegro,MNE,2021-02-25,1113
Montenegro,MNE,2021-02-26,1288
Montenegro,MNE,2021-03-01,1531
Montenegro,MNE,2021-03-03,1927
Montenegro,MNE,2021-03-05,2250
Montenegro,MNE,2021-03-06,2406
Montenegro,MNE,2021-03-08,3062
Montenegro,MNE,2021-03-12,3374
Montenegro,MNE,2021-03-14,3793
Montenegro,MNE,2021-03-16,5021
Montenegro,MNE,2021-03-17,5730
Montenegro,MNE,2021-03-18,6085
Montenegro,MNE,2021-03-19,6517
Montenegro,MNE,2021-03-20,6837
Montenegro,MNE,2021-03-23,8074
Montenegro,MNE,2021-03-24,9961
Montenegro,MNE,2021-03-25,11857
Montenegro,MNE,2021-03-26,13410
Montenegro,MNE,2021-03-27,14850
Montenegro,MNE,2021-03-28,16570
Montenegro,MNE,2021-03-29,17746
Montenegro,MNE,2021-03-30,17906
Montenegro,MNE,2021-03-31,19118
Montenegro,MNE,2021-04-01,19636
Montenegro,MNE,2021-04-02,21195
Montenegro,MNE,2021-04-03,22947
Montenegro,MNE,2021-04-04,25516
Montenegro,MNE,2021-04-05,27149
Montenegro,MNE,2021-04-06,29601
Montenegro,MNE,2021-04-07,31710
Montenegro,MNE,2021-04-08,33163
Montenegro,MNE,2021-04-09,34172
Montenegro,MNE,2021-04-10,35290
Montenegro,MNE,2021-04-11,35697
Montenegro,MNE,2021-04-12,36113
Montenegro,MNE,2021-04-13,36432
Montenegro,MNE,2021-04-14,36690
Montenegro,MNE,2021-04-15,37199
Montenegro,MNE,2021-04-16,37519
Montenegro,MNE,2021-04-17,37909
Montserrat,MSR,2021-02-08,0
Montserrat,MSR,2021-02-23,652
Montserrat,MSR,2021-03-10,892
Montserrat,MSR,2021-03-17,1112
Montserrat,MSR,2021-03-31,1266
Morocco,MAR,2021-02-19,2357283
Morocco,MAR,2021-02-20,2447716
Morocco,MAR,2021-02-22,2552017
Morocco,MAR,2021-02-23,2635859
Morocco,MAR,2021-02-24,2911635
Morocco,MAR,2021-02-25,3160479
Morocco,MAR,2021-02-26,3327858
Morocco,MAR,2021-02-27,3435997
Morocco,MAR,2021-03-01,3568670
Morocco,MAR,2021-03-02,3657468
Morocco,MAR,2021-03-03,3745173
Morocco,MAR,2021-03-04,3820097
Morocco,MAR,2021-03-05,3877687
Morocco,MAR,2021-03-06,3913615
Morocco,MAR,2021-03-08,3961941
Morocco,MAR,2021-03-09,4017087
Morocco,MAR,2021-03-10,4080009
Morocco,MAR,2021-03-11,4130606
Morocco,MAR,2021-03-12,4169133
Morocco,MAR,2021-03-13,4210770
Morocco,MAR,2021-03-15,4225311
Morocco,MAR,2021-03-16,4236386
Morocco,MAR,2021-03-17,4244651
Morocco,MAR,2021-03-19,4258813
Morocco,MAR,2021-03-20,4264168
